wait_same_pos
play_se train_move_and_stop.ogg
chg_npc_img 1762 26
chg_npc_img 1763 25
chg_npc_img 1764 26
chg_npc_img 1765 25
chg_npc_img 1766 26
chg_npc_img 1767 25
chg_npc_img 1768 27
chg_npc_img 1769 28
sleep 4
chg_npc_img 1756 5
chg_npc_img 1757 6
chg_npc_img 1758 7
chg_npc_img 1759 8
chg_npc_img 1760 7
chg_npc_img 1761 8
chg_npc_img 1762 7
chg_npc_img 1763 8
chg_npc_img 1764 7
chg_npc_img 1765 8
chg_npc_img 1766 7
chg_npc_img 1767 8
chg_npc_img 1768 9
chg_npc_img 1769 10
chg_npc_img 1770 4
sleep 4
chg_npc_img 1757 11
chg_npc_img 1758 12
chg_npc_img 1759 13
chg_npc_img 1760 12
chg_npc_img 1761 13
chg_npc_img 1762 12
chg_npc_img 1763 13
chg_npc_img 1764 12
chg_npc_img 1765 13
chg_npc_img 1766 12
chg_npc_img 1767 13
chg_npc_img 1768 14
chg_speed 1730 normal
move_npc 1730 left 1
sleep 4
chg_npc_img 1755 15
chg_npc_img 1756 16
chg_npc_img 1757 17
chg_npc_img 1758 18
chg_npc_img 1759 19
chg_npc_img 1760 18
chg_npc_img 1761 19
chg_npc_img 1762 18
chg_npc_img 1763 19
chg_npc_img 1764 18
chg_npc_img 1765 19
chg_npc_img 1766 18
chg_npc_img 1767 20
chg_npc_img 1768 21
chg_npc_img 1769 22
sleep 4
chg_npc_img 1756 23
chg_npc_img 1757 24
chg_npc_img 1758 25
chg_npc_img 1759 26
chg_npc_img 1760 25
chg_npc_img 1761 26
chg_npc_img 1762 25
chg_npc_img 1763 26
chg_npc_img 1764 25
chg_npc_img 1765 26
chg_npc_img 1766 25
chg_npc_img 1767 27
chg_npc_img 1768 28
sleep 4
chg_npc_img 1755 5
chg_npc_img 1756 6
chg_npc_img 1757 7
chg_npc_img 1768 8
chg_npc_img 1759 7
chg_npc_img 1760 8
chg_npc_img 1761 7
chg_npc_img 1762 8
chg_npc_img 1763 7
chg_npc_img 1764 8
chg_npc_img 1765 7
chg_npc_img 1766 8
chg_npc_img 1767 9
chg_npc_img 1768 10
chg_npc_img 1769 4
sleep 4
chg_npc_img 1756 11
chg_npc_img 1757 12
chg_npc_img 1758 13
chg_npc_img 1759 12
chg_npc_img 1760 13
chg_npc_img 1761 12
chg_npc_img 1762 13
chg_npc_img 1763 12
chg_npc_img 1764 13
chg_npc_img 1765 12
chg_npc_img 1766 13
chg_npc_img 1767 14
move_npc 1734 left 1
sleep 4
chg_event_move_char_speed slow
move_char left 3
chg_npc_img 1754 15
chg_npc_img 1755 16
chg_npc_img 1756 17
chg_npc_img 1757 18
chg_npc_img 1758 19
chg_npc_img 1759 18
chg_npc_img 1760 19
chg_npc_img 1761 18
chg_npc_img 1762 19
chg_npc_img 1763 18
chg_npc_img 1764 19
chg_npc_img 1765 18
chg_npc_img 1766 20
chg_npc_img 1767 21
chg_npc_img 1768 22
sleep 8
chg_npc_img 1755 23
chg_npc_img 1756 24
chg_npc_img 1757 25
chg_npc_img 1758 26
chg_npc_img 1759 25
chg_npc_img 1760 26
chg_npc_img 1761 25
chg_npc_img 1762 26
chg_npc_img 1763 25
chg_npc_img 1764 26
chg_npc_img 1765 25
chg_npc_img 1766 27
chg_npc_img 1767 28
sleep 8
chg_npc_img 1754 5
chg_npc_img 1755 6
chg_npc_img 1756 7
chg_npc_img 1757 8
chg_npc_img 1758 7
chg_npc_img 1759 8
chg_npc_img 1760 7
chg_npc_img 1761 8
chg_npc_img 1762 7
chg_npc_img 1763 8
chg_npc_img 1764 7
chg_npc_img 1765 8
chg_npc_img 1766 9
chg_npc_img 1767 10
chg_npc_img 1768 4
sleep 8
chg_npc_img 1755 11
chg_npc_img 1756 12
chg_npc_img 1757 13
chg_npc_img 1758 12
chg_npc_img 1759 13
chg_npc_img 1760 12
chg_npc_img 1761 13
chg_npc_img 1762 12
chg_npc_img 1763 13
chg_npc_img 1764 12
chg_npc_img 1765 13
chg_npc_img 1766 14
sleep 8
chg_npc_img 1753 15
chg_npc_img 1754 16
chg_npc_img 1755 17
chg_npc_img 1756 18
chg_npc_img 1757 19
chg_npc_img 1758 18
chg_npc_img 1759 19
chg_npc_img 1760 18
chg_npc_img 1761 19
chg_npc_img 1762 18
chg_npc_img 1763 19
chg_npc_img 1764 18
chg_npc_img 1765 20
chg_npc_img 1766 21
chg_npc_img 1767 22
move_npc 1734 left 1
sleep 8
chg_npc_img 1754 23
chg_npc_img 1755 24
chg_npc_img 1756 25
chg_npc_img 1757 26
chg_npc_img 1758 25
chg_npc_img 1759 26
chg_npc_img 1760 25
chg_npc_img 1761 26
chg_npc_img 1762 25
chg_npc_img 1763 26
chg_npc_img 1764 25
chg_npc_img 1765 27
chg_npc_img 1766 28
sleep 8
chg_npc_img 1753 5
chg_npc_img 1754 6
chg_npc_img 1755 7
chg_npc_img 1756 8
chg_npc_img 1757 7
chg_npc_img 1758 8
chg_npc_img 1759 7
chg_npc_img 1760 8
chg_npc_img 1761 7
chg_npc_img 1762 8
chg_npc_img 1763 7
chg_npc_img 1764 8
chg_npc_img 1765 9
chg_npc_img 1766 10
chg_npc_img 1767 4
sleep 8
chg_npc_img 1754 11
chg_npc_img 1755 12
chg_npc_img 1756 13
chg_npc_img 1757 12
chg_npc_img 1758 13
chg_npc_img 1759 12
chg_npc_img 1760 13
chg_npc_img 1761 12
chg_npc_img 1762 13
chg_npc_img 1763 12
chg_npc_img 1764 13
chg_npc_img 1765 14
sleep 8
move_npc 1734 left 1
move_npc 1730 right 1
chg_npc_img 1752 15
chg_npc_img 1753 16
chg_npc_img 1754 17
chg_npc_img 1755 18
chg_npc_img 1756 19
chg_npc_img 1757 18
chg_npc_img 1758 19
chg_npc_img 1759 18
chg_npc_img 1760 19
chg_npc_img 1761 18
chg_npc_img 1762 19
chg_npc_img 1763 18
chg_npc_img 1764 20
chg_npc_img 1765 21
chg_npc_img 1766 22
sleep 8
chg_npc_img 1753 23
chg_npc_img 1754 24
chg_npc_img 1755 25
chg_npc_img 1756 26
chg_npc_img 1757 25
chg_npc_img 1758 26
chg_npc_img 1759 25
chg_npc_img 1760 26
chg_npc_img 1761 25
chg_npc_img 1762 26
chg_npc_img 1763 25
chg_npc_img 1764 27
chg_npc_img 1765 28
sleep 8
chg_npc_img 1752 5
chg_npc_img 1753 6
chg_npc_img 1754 7
chg_npc_img 1755 8
chg_npc_img 1756 7
chg_npc_img 1757 8
chg_npc_img 1758 7
chg_npc_img 1759 8
chg_npc_img 1760 7
chg_npc_img 1761 8
chg_npc_img 1762 7
chg_npc_img 1763 8
chg_npc_img 1764 9
chg_npc_img 1765 10
chg_npc_img 1766 4
sleep 8
chg_npc_img 1753 11
chg_npc_img 1754 12
chg_npc_img 1755 13
chg_npc_img 1756 12
chg_npc_img 1757 13
chg_npc_img 1758 12
chg_npc_img 1759 13
chg_npc_img 1760 12
chg_npc_img 1761 13
chg_npc_img 1762 12
chg_npc_img 1763 13
chg_npc_img 1764 14
sleep 8
chg_npc_img 1751 15
chg_npc_img 1752 16
chg_npc_img 1753 17
chg_npc_img 1754 18
chg_npc_img 1755 19
chg_npc_img 1756 18
chg_npc_img 1757 19
chg_npc_img 1758 18
chg_npc_img 1759 19
chg_npc_img 1760 18
chg_npc_img 1761 19
chg_npc_img 1762 18
chg_npc_img 1763 20
chg_npc_img 1764 21
chg_npc_img 1765 22
move_npc 1734 left 1
sleep 8
chg_npc_img 1752 23
chg_npc_img 1753 24
chg_npc_img 1754 25
chg_npc_img 1755 26
chg_npc_img 1756 25
chg_npc_img 1757 26
chg_npc_img 1758 25
chg_npc_img 1759 26
chg_npc_img 1760 25
chg_npc_img 1761 26
chg_npc_img 1762 25
chg_npc_img 1763 27
chg_npc_img 1764 28
sleep 8
chg_npc_img 1751 5
chg_npc_img 1752 6
chg_npc_img 1753 7
chg_npc_img 1754 8
chg_npc_img 1755 7
chg_npc_img 1756 8
chg_npc_img 1757 7
chg_npc_img 1758 8
chg_npc_img 1759 7
chg_npc_img 1760 8
chg_npc_img 1761 7
chg_npc_img 1762 8
chg_npc_img 1763 9
chg_npc_img 1764 10
chg_npc_img 1765 4
sleep 8
chg_npc_img 1752 11
chg_npc_img 1753 12
chg_npc_img 1754 13
chg_npc_img 1755 12
chg_npc_img 1756 13
chg_npc_img 1757 12
chg_npc_img 1758 13
chg_npc_img 1759 12
chg_npc_img 1760 13
chg_npc_img 1761 12
chg_npc_img 1762 13
chg_npc_img 1763 14
sleep 8
move_npc 1734 left 1
move_char down 2
sleep 32
move_npc 1730 down 1
move_npc 1706 right 2
loop 2
move_npc 1734 left 1
sleep 32
pool
create npc_event 1707 17 14 9 71 1 2 「I won't let you\n go tonight.
move_npc 1707 down 2
move_npc 1734 left 1
sleep 32
move_npc 1734 left 1
move_npc 1707 left 3
create npc_event 1708 17 14 9 72 1 2 none
move_npc 1708 down 2
move_npc 1730 up 1
sleep 32
chg_npc_dir 1734 down
move_npc 1708 left 2
sleep 16
jump_npc 1734 same 1
chg_npc_dir 1707 right
sleep 16
jump_npc 1734 same 1
create npc_event 1705 17 14 9 36 1 2 none
move_npc 1705 down 4
step_npc 1707 2
sleep 16
chg_speed 1734 not_move
sleep 16
create npc_event 1704 17 14 9 35 1 2 none
move_npc 1704 down 1
sleep 16
move_npc 1704 right 2
sleep 16
move_npc 1705 left 3
step_npc 1708 2
sleep 32
create npc_event 1703 17 14 9 34 1 2 none
move_npc 1703 down 1
sleep 16
chg_npc_dir 1705 right
jump_npc 1703 down 2
sleep 16
jump_npc 1704 down 2
sleep 16
chg_npc_dir 1705 up
move_npc 1703 down 2
sleep 32
chg_npc_dir 1705 right
chg_npc_dir 1704 right
create npc_event 1702 17 14 9 1 1 2 none
move_npc 1702 down 3
sleep 32
chg_npc_dir 1704 up
sleep 32
chg_npc_dir 1703 right
create npc_event 1701 17 14 9 0 1 1 none
move_npc 1701 down 2
sleep 32
chg_npc_dir 1704 left
move_npc 1706 right 1
sleep 32
chg_speed 1730 normal
chg_speed 1731 normal
chg_speed 1732 normal
chg_speed 1733 normal
chg_speed 1734 normal
chg_npc_dir 1706 up
chg_npc_dir 1702 left
chg_npc_img 1702 98
step_npc 1702 2
msg Baret\n「Yo!\n Listen up!
sleep 16
chg_npc_dir 1703 up
move_npc 1705 right 2
move_npc 1704 down 1
chg_npc_dir 1702 down
chg_npc_img 1702 1
sleep 16
move_npc 1704 left 1
sleep 16
chg_speed 1702 slow
move_npc 1702 down 1
move_npc 1704 down 1
move_npc 1705 down 1
sleep 16
chg_npc_dir 1704 up
chg_npc_dir 1705 up
sleep 32
chg_speed 1702 normal
chg_npc_dir 1702 up
msg Baret\n「Hey, Cloud!\n You, too!
move_npc 1701 down 1
sleep 16
chg_npc_dir 1702 down
sleep 16
chg_npc_dir 1706 down
chg_type 1706 npc
chg_speed 1706 not_move
set_flag_wall 1706
sleep 16
step_npc 1702 2
msg Baret\n「We did well this time\n but don't get slack.\n We're just startin'.\n Don't wet youself with\n today's crappy firework.
sleep 16
jump_npc 1702 same 2
loop 2
chg_npc_dir 1702 left
sleep 4
chg_npc_dir 1702 up
sleep 4
chg_npc_dir 1702 right
sleep 4
chg_npc_dir 1702 down
sleep 4
pool
chg_npc_dir 1702 up
chg_npc_img 1702 95
msg Baret\n「Much bigger one's comin'.
chg_npc_dir 1702 down
chg_npc_img 1702 1
sleep 16
move_npc 1702 left 5
sleep 16
chg_npc_dir 1703 left
sleep 16
chg_npc_dir 1704 left
sleep 16
chg_npc_dir 1705 left
sleep 32
chg_npc_dir 1702 right
msg Baret\n「We'll meet at the den!\n Come on!
move_npc 1702 left 3
sleep 48
kill 1702
move_npc 1705 up 1
move_npc 1704 up 1
move_npc 1703 up 1
sleep 16
move_npc 1705 left 4
move_npc 1704 left 4
move_npc 1703 left 4
sleep 32
move_npc 1701 down 1
sleep 16
fadeout
sleep 16
chg_type 1730 npc2
chg_type 1731 npc2
chg_type 1732 npc2
chg_type 1733 npc2
chg_type 1734 npc2
chg_speed 1731 not_move
chg_speed 1732 not_move
chg_event_move_char_speed normal
warp 17 14 13 down
chg_type 1707 npc3
chg_speed 1707 not_move
set_flag_wall 1707
chg_type 1708 npc2
chg_speed 1708 not_move
set_flag_wall 1708
kill 1704
kill 1703
kill 1705
kill 1701
draw_char on
create event_generator 1715 17 0 0 17 0 0 @017/nanabangai_station5.txt
set_flag 1 1
fadein
