id,type,bgm,battle_back,monster_party_id
444,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
445,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
446,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
447,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
448,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
449,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
450,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
451,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
452,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
453,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
454,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
455,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
456,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
457,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
458,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
459,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
460,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
461,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
462,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
463,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
464,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
465,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
466,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
467,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
468,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
469,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
470,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
471,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
472,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
473,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
474,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
475,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
476,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
477,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
478,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
479,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
480,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
481,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
482,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
483,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
484,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
485,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
486,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
487,1,4-05-Parochial_Town.ogg,0,188/189/190/191
488,1,4-05-Parochial_Town.ogg,0,188/189/190/191
489,1,4-05-Parochial_Town.ogg,0,188/189/190/191
490,1,4-05-Parochial_Town.ogg,0,188/189/190/191
491,1,4-05-Parochial_Town.ogg,0,188/189/190/191
492,1,3-12-Fiddle_de_Chocobo.ogg,0,188/189/190/191
493,1,3-12-Fiddle_de_Chocobo.ogg,0,188/189/190/191
494,1,3-12-Fiddle_de_Chocobo.ogg,0,188/189/190/191
495,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
496,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
497,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
498,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
499,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
500,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
501,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
502,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
503,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
504,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
505,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
506,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
507,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
508,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
509,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
510,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
511,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
512,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
513,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
514,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
515,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
516,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
517,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
518,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
519,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
520,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
521,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
522,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
523,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
524,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
525,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
526,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
527,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
528,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
529,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
530,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
531,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
532,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
533,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
534,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
535,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
536,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
537,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
538,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
539,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
540,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
541,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
542,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
543,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
544,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
545,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
546,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
547,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
548,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
549,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
550,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
551,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
552,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
553,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
554,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
555,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
556,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
557,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
558,0,1-02b-Bombing_Mission.ogg,0,188/189/190/191
559,1,2-01-Final_Fantasy_VII_Main_Theme.ogg,19,399/422/423/425/426/430/431/434/435/436/439/443/444
560,1,3-17-Forested_Temple.ogg,19,399/422/423/425/426/430/431/434/435/436/439/443/444
561,1,3-17-Forested_Temple.ogg,19,399/422/423/425/426/430/431/434/435/436/439/443/444
562,1,3-17-Forested_Temple.ogg,19,429/442/446/448/449/450/195/452/453/460/461/469/470/474/475/485/488/489/490/492
563,1,3-17-Forested_Temple.ogg,19,429/442/446/448/449/450/195/452/453/460/461/469/470/474/475/485/488/489/490/492
564,1,2-09-Chasing_the_Black-caped__Man.ogg,19,429/442/446/448/449/450/195/452/453/460/461/469/470/474/475/485/488/489/490/492
565,1,2-09-Chasing_the_Black-caped__Man.ogg,19,429/442/446/448/449/450/195/452/453/460/461/469/470/474/475/485/488/489/490/492
566,1,2-09-Chasing_the_Black-caped__Man.ogg,19,429/442/446/448/449/450/195/452/453/460/461/469/470/474/475/485/488/489/490/492
567,1,4-14-Jenova_Absolute.ogg,19,429/442/446/448/449/450/195/452/453/460/461/469/470/474/475/485/488/489/490/492
568,1,4-14-Jenova_Absolute.ogg,19,429/442/446/448/449/450/195/452/453/460/461/469/470/474/475/485/488/489/490/492
569,1,4-14-Jenova_Absolute.ogg,19,493/497/498/499/504/513/523/524/525/526/528/532/543/546
570,1,3-16-Interrupted_by_Fireworks.ogg,19,305/404/418/438/458/483/517/518/538/539/544/545/553/554
571,1,3-16-Interrupted_by_Fireworks.ogg,19,305/404/418/438/458/483/517/518/538/539/544/545/553/554
572,1,3-18-You_Can_Hear_the_Cry_of_the_Planet.ogg,19,493/497/498/499/504/513/523/524/525/526/528/532/543/546
573,1,3-18-You_Can_Hear_the_Cry_of_the_Planet.ogg,19,493/497/498/499/504/513/523/524/525/526/528/532/543/546
574,1,3-18-You_Can_Hear_the_Cry_of_the_Planet.ogg,19,493/497/498/499/504/513/523/524/525/526/528/532/543/546
575,1,3-18-You_Can_Hear_the_Cry_of_the_Planet.ogg,19,493/497/498/499/504/513/523/524/525/526/528/532/543/546
576,1,3-18-You_Can_Hear_the_Cry_of_the_Planet.ogg,19,493/497/498/499/504/513/523/524/525/526/528/532/543/546
577,1,3-18-You_Can_Hear_the_Cry_of_the_Planet.ogg,19,493/497/498/499/504/513/523/524/525/526/528/532/543/546
578,1,4-16-A_One-Winged_Angel.ogg,17,349/370/392/522/527/533/548/550/
579,1,1-02b-Bombing_Mission.ogg,0,188/189/190/191
580,0,nothing,0,188/189/190/191
581,0,nothing,0,188/189/190/191
582,0,nothing,0,188/189/190/191
583,0,nothing,0,188/189/190/191
584,0,nothing,0,188/189/190/191
585,0,nothing,0,188/189/190/191
586,0,nothing,0,188/189/190/191
587,0,nothing,0,188/189/190/191
588,0,nothing,0,188/189/190/191
589,0,nothing,0,188/189/190/191
590,0,nothing,0,188/189/190/191
591,0,nothing,0,188/189/190/191
592,0,nothing,0,188/189/190/191
593,0,nothing,0,188/189/190/191
594,0,nothing,0,188/189/190/191
595,0,nothing,0,188/189/190/191
596,0,nothing,0,188/189/190/191
597,0,nothing,0,188/189/190/191
598,0,nothing,0,188/189/190/191
599,0,nothing,0,188/189/190/191
600,0,3-04-Descendant_of_Shinobi.ogg,0,188/189/190/191
601,0,nothing,0,188/189/190/191
602,0,nothing,0,188/189/190/191
603,0,nothing,0,188/189/190/191
604,0,nothing,0,188/189/190/191
605,0,nothing,0,188/189/190/191
606,0,nothing,0,188/189/190/191
607,0,nothing,0,188/189/190/191
608,0,nothing,0,188/189/190/191
609,0,nothing,0,188/189/190/191
610,0,nothing,0,188/189/190/191
611,0,nothing,0,188/189/190/191
612,0,nothing,0,188/189/190/191
613,0,nothing,0,188/189/190/191
614,0,nothing,0,188/189/190/191
615,0,nothing,0,188/189/190/191
616,0,nothing,0,188/189/190/191
617,0,nothing,0,188/189/190/191
618,0,nothing,0,188/189/190/191
619,0,nothing,0,188/189/190/191
620,0,nothing,0,188/189/190/191
621,0,nothing,0,188/189/190/191
622,0,nothing,0,188/189/190/191
623,0,nothing,0,188/189/190/191
624,0,nothing,0,188/189/190/191
625,0,nothing,0,188/189/190/191
626,0,nothing,0,188/189/190/191
627,0,nothing,0,188/189/190/191
628,0,nothing,0,188/189/190/191
629,0,nothing,0,188/189/190/191
630,0,nothing,0,188/189/190/191
631,0,nothing,0,188/189/190/191
632,0,nothing,0,188/189/190/191
633,0,nothing,0,188/189/190/191
634,0,nothing,0,188/189/190/191
635,0,nothing,0,188/189/190/191
636,0,nothing,0,188/189/190/191
637,0,nothing,0,188/189/190/191
638,0,nothing,0,188/189/190/191
639,0,nothing,0,188/189/190/191
640,0,nothing,0,188/189/190/191
641,0,nothing,0,188/189/190/191
642,0,nothing,0,188/189/190/191
643,0,nothing,0,188/189/190/191
644,0,nothing,0,188/189/190/191
645,0,nothing,0,188/189/190/191
646,0,nothing,0,188/189/190/191
647,0,nothing,0,188/189/190/191
648,0,nothing,0,188/189/190/191
649,0,nothing,0,188/189/190/191
650,1,nothing,0,188/189/190/191
651,0,nothing,0,188/189/190/191
652,0,nothing,0,188/189/190/191
653,0,nothing,0,188/189/190/191
654,0,nothing,0,188/189/190/191
655,0,nothing,0,188/189/190/191
656,0,nothing,0,188/189/190/191
657,0,nothing,0,188/189/190/191
658,0,nothing,0,188/189/190/191
659,0,nothing,0,188/189/190/191
660,0,nothing,0,188/189/190/191
661,0,nothing,0,188/189/190/191
662,0,nothing,0,188/189/190/191
663,0,nothing,0,188/189/190/191
664,0,nothing,0,188/189/190/191
665,0,nothing,0,188/189/190/191
666,0,nothing,0,188/189/190/191
667,0,nothing,0,188/189/190/191
668,0,nothing,0,188/189/190/191
669,0,nothing,0,188/189/190/191
670,0,nothing,0,188/189/190/191
671,0,nothing,0,188/189/190/191
672,0,nothing,0,188/189/190/191
673,0,nothing,0,188/189/190/191
674,0,nothing,0,188/189/190/191
675,0,nothing,0,188/189/190/191
676,0,nothing,0,188/189/190/191
677,0,nothing,0,188/189/190/191
678,0,nothing,0,188/189/190/191
679,0,nothing,0,188/189/190/191
680,0,nothing,0,188/189/190/191
681,0,nothing,0,188/189/190/191
682,0,nothing,0,188/189/190/191
683,0,nothing,0,188/189/190/191
684,0,nothing,0,188/189/190/191
685,0,nothing,0,188/189/190/191
686,0,nothing,0,188/189/190/191
687,0,nothing,0,188/189/190/191
688,0,nothing,0,188/189/190/191
689,0,nothing,0,188/189/190/191
690,0,nothing,0,188/189/190/191
691,0,nothing,0,188/189/190/191
692,0,nothing,0,188/189/190/191
693,0,nothing,0,188/189/190/191
694,0,nothing,0,188/189/190/191
695,0,nothing,0,188/189/190/191
696,0,nothing,0,188/189/190/191
697,0,nothing,0,188/189/190/191
698,0,nothing,0,188/189/190/191
699,0,nothing,0,188/189/190/191
700,0,nothing,0,188/189/190/191
701,0,nothing,0,188/189/190/191
702,0,nothing,0,188/189/190/191
703,1,nothing,0,188/189/190/191
704,1,nothing,0,188/189/190/191
705,0,nothing,0,188/189/190/191
706,0,nothing,0,188/189/190/191
707,0,nothing,0,188/189/190/191
708,0,nothing,0,188/189/190/191
709,0,nothing,0,188/189/190/191
710,0,nothing,0,188/189/190/191
711,0,nothing,0,188/189/190/191
712,0,nothing,0,188/189/190/191
713,0,nothing,0,188/189/190/191
714,0,nothing,0,188/189/190/191
715,0,nothing,0,188/189/190/191
716,0,nothing,0,188/189/190/191
717,0,nothing,0,188/189/190/191
718,0,nothing,0,188/189/190/191
719,0,nothing,0,188/189/190/191
720,0,nothing,0,188/189/190/191
721,0,nothing,0,188/189/190/191
722,0,nothing,0,188/189/190/191
723,0,nothing,0,188/189/190/191
724,0,nothing,0,188/189/190/191
725,0,nothing,0,188/189/190/191
726,0,nothing,0,188/189/190/191
727,0,nothing,0,188/189/190/191
728,0,nothing,0,188/189/190/191
729,0,nothing,0,188/189/190/191
730,0,nothing,0,188/189/190/191
731,0,nothing,0,188/189/190/191
732,0,nothing,0,188/189/190/191
733,0,nothing,0,188/189/190/191
734,0,nothing,0,188/189/190/191
735,0,nothing,0,188/189/190/191
736,0,nothing,0,188/189/190/191
737,0,nothing,0,188/189/190/191
738,0,nothing,0,188/189/190/191
739,0,nothing,0,188/189/190/191
740,0,nothing,0,188/189/190/191
741,0,nothing,0,188/189/190/191
742,0,nothing,0,188/189/190/191
743,0,nothing,0,188/189/190/191
744,0,nothing,0,188/189/190/191
745,0,nothing,0,188/189/190/191
746,0,nothing,0,188/189/190/191
747,0,nothing,0,188/189/190/191
748,0,nothing,0,188/189/190/191
749,0,nothing,0,188/189/190/191
750,0,nothing,0,188/189/190/191
751,0,nothing,0,188/189/190/191
752,0,nothing,0,188/189/190/191
753,0,nothing,0,188/189/190/191
754,0,nothing,0,188/189/190/191
755,0,nothing,0,188/189/190/191
756,0,nothing,0,188/189/190/191
757,0,nothing,0,188/189/190/191
758,0,nothing,0,188/189/190/191
759,0,nothing,0,188/189/190/191
760,0,nothing,0,188/189/190/191
761,0,nothing,0,188/189/190/191
762,0,nothing,0,188/189/190/191
763,0,nothing,0,188/189/190/191
764,0,nothing,0,188/189/190/191
765,0,nothing,0,188/189/190/191
766,0,nothing,0,188/189/190/191
767,0,nothing,0,188/189/190/191
768,0,nothing,0,188/189/190/191
769,0,nothing,0,188/189/190/191
770,0,nothing,0,188/189/190/191
771,0,nothing,0,188/189/190/191
772,0,nothing,0,188/189/190/191
773,0,nothing,0,188/189/190/191
774,0,nothing,0,188/189/190/191
775,0,nothing,0,188/189/190/191
776,0,nothing,0,188/189/190/191
777,0,nothing,0,188/189/190/191
778,0,nothing,0,188/189/190/191
779,0,nothing,0,188/189/190/191
780,0,nothing,0,188/189/190/191
781,0,nothing,0,188/189/190/191
782,0,nothing,0,188/189/190/191
783,0,nothing,0,188/189/190/191
784,0,nothing,0,188/189/190/191
785,0,nothing,0,188/189/190/191
786,0,nothing,0,188/189/190/191
787,0,nothing,0,188/189/190/191
788,0,nothing,0,188/189/190/191
789,0,nothing,0,188/189/190/191
790,0,nothing,0,188/189/190/191
791,0,nothing,0,188/189/190/191
792,0,nothing,0,188/189/190/191
793,0,nothing,0,188/189/190/191
794,0,nothing,0,188/189/190/191
795,0,nothing,0,188/189/190/191
796,0,nothing,0,188/189/190/191
797,0,nothing,0,188/189/190/191
798,0,nothing,0,188/189/190/191
799,0,nothing,0,188/189/190/191
800,0,nothing,0,188/189/190/191
801,0,nothing,0,188/189/190/191
802,0,nothing,0,188/189/190/191
803,0,nothing,0,188/189/190/191
804,0,nothing,0,188/189/190/191
805,0,nothing,0,188/189/190/191
806,0,nothing,0,188/189/190/191
807,0,nothing,0,188/189/190/191
808,0,nothing,0,188/189/190/191
809,0,nothing,0,188/189/190/191
810,0,nothing,0,188/189/190/191
811,0,nothing,0,188/189/190/191
812,0,nothing,0,188/189/190/191
813,0,nothing,0,188/189/190/191
814,0,nothing,0,188/189/190/191
815,0,nothing,0,188/189/190/191
816,0,nothing,0,188/189/190/191
817,0,nothing,0,188/189/190/191
818,0,nothing,0,188/189/190/191
819,0,nothing,0,188/189/190/191
820,0,nothing,0,188/189/190/191
821,0,nothing,0,188/189/190/191
822,0,nothing,0,188/189/190/191
823,0,nothing,0,188/189/190/191
824,0,nothing,0,188/189/190/191
825,0,nothing,0,188/189/190/191
826,0,nothing,0,188/189/190/191
827,0,nothing,0,188/189/190/191
828,0,nothing,0,188/189/190/191
829,0,nothing,0,188/189/190/191
830,0,nothing,0,188/189/190/191
831,0,nothing,0,188/189/190/191
832,0,nothing,0,188/189/190/191
833,0,nothing,0,188/189/190/191
834,0,nothing,0,188/189/190/191
835,0,nothing,0,188/189/190/191
836,0,nothing,0,188/189/190/191
837,0,nothing,0,188/189/190/191
838,0,nothing,0,188/189/190/191
839,0,nothing,0,188/189/190/191
840,0,nothing,0,188/189/190/191
841,0,nothing,0,188/189/190/191
842,0,nothing,0,188/189/190/191
843,0,nothing,0,188/189/190/191
844,0,nothing,0,188/189/190/191
845,0,nothing,0,188/189/190/191
846,0,nothing,0,188/189/190/191
847,0,nothing,0,188/189/190/191
848,0,nothing,0,188/189/190/191
849,0,nothing,0,188/189/190/191
850,0,nothing,0,188/189/190/191
851,0,nothing,0,188/189/190/191
852,0,nothing,0,188/189/190/191
853,0,nothing,0,188/189/190/191
854,0,nothing,0,188/189/190/191
855,0,nothing,0,188/189/190/191
856,0,nothing,0,188/189/190/191
857,0,nothing,0,188/189/190/191
858,0,nothing,0,188/189/190/191
859,0,nothing,0,188/189/190/191
860,0,nothing,0,188/189/190/191
861,0,nothing,0,188/189/190/191
862,0,nothing,0,188/189/190/191
863,0,nothing,0,188/189/190/191
864,0,nothing,0,188/189/190/191
865,0,nothing,0,188/189/190/191
866,0,nothing,0,188/189/190/191
867,0,nothing,0,188/189/190/191
868,0,nothing,0,188/189/190/191
869,0,nothing,0,188/189/190/191
870,0,nothing,0,188/189/190/191
871,0,nothing,0,188/189/190/191
872,0,nothing,0,188/189/190/191
873,0,nothing,0,188/189/190/191
874,0,nothing,0,188/189/190/191
875,0,nothing,0,188/189/190/191
876,0,nothing,0,188/189/190/191
877,0,nothing,0,188/189/190/191
878,0,nothing,0,188/189/190/191
879,0,nothing,0,188/189/190/191
880,0,nothing,0,188/189/190/191
881,0,nothing,0,188/189/190/191
882,0,nothing,0,188/189/190/191
883,0,nothing,0,188/189/190/191
884,0,nothing,0,188/189/190/191
885,0,nothing,0,188/189/190/191
886,0,nothing,0,188/189/190/191
887,0,nothing,0,188/189/190/191
888,0,nothing,0,188/189/190/191
889,0,nothing,0,188/189/190/191
890,0,nothing,0,188/189/190/191
891,0,nothing,0,188/189/190/191
892,0,nothing,0,188/189/190/191
893,0,nothing,0,188/189/190/191
894,0,nothing,0,188/189/190/191
895,0,nothing,0,188/189/190/191
896,0,nothing,0,188/189/190/191
897,0,nothing,0,188/189/190/191
898,0,nothing,0,188/189/190/191
899,0,nothing,0,188/189/190/191
900,0,1-08-Lurking_in_the_Darkness.ogg,30,0/1/2/3/13/14/15/188/189/191/192/193/194/195/196/197/198/199/201
901,0,1-03-Makou_Reactor.ogg,20,205/206/207/208/209/210/211/212/213/214/215/216/219/220/222/223/224/225/227/228/229/230/231/232/233
902,0,1-04-Anxious_Heart.ogg,4,246/247/248/254/255/256/261/262/263/264/265/266/267/268/269/270/271/274/275/279/280
903,0,1-09-Shinra_Company.ogg,15,295/297/302/308/309/311/312/318/319/325/335
904,0,1-12-Flowers_Blooming_in_the_Church.ogg,5,338/340/341/342/343/344/345/347/350/353/354/360/365/369
905,0,2-09-Chasing_the_Black-caped__Man.ogg,10,393/394/395/396/397/398/401/402/403/405/406/407/411/412/413/
906,0,nothing,0,188/189/190/191
907,0,nothing,0,188/189/190/191
908,0,nothing,0,188/189/190/191
909,0,nothing,0,188/189/190/191
910,0,nothing,0,188/189/190/191
911,0,nothing,0,188/189/190/191
912,0,nothing,0,188/189/190/191
913,0,nothing,0,188/189/190/191
914,0,nothing,0,188/189/190/191
915,0,nothing,0,188/189/190/191
916,0,nothing,0,188/189/190/191
917,0,nothing,0,188/189/190/191
918,0,nothing,0,188/189/190/191
919,0,nothing,0,188/189/190/191
920,0,nothing,0,188/189/190/191
921,0,nothing,0,188/189/190/191
922,0,nothing,0,188/189/190/191
923,0,nothing,0,188/189/190/191
924,0,nothing,0,188/189/190/191
925,0,nothing,0,188/189/190/191
926,0,nothing,0,188/189/190/191
927,0,nothing,0,188/189/190/191
928,0,nothing,0,188/189/190/191
929,0,nothing,0,188/189/190/191
930,0,nothing,0,188/189/190/191
931,0,nothing,0,188/189/190/191
932,0,nothing,0,188/189/190/191
933,0,nothing,0,188/189/190/191
934,0,nothing,0,188/189/190/191
935,0,nothing,0,188/189/190/191
936,0,nothing,0,188/189/190/191
937,0,nothing,0,188/189/190/191
938,0,nothing,0,188/189/190/191
939,0,nothing,0,188/189/190/191
940,0,nothing,0,188/189/190/191
941,0,nothing,0,188/189/190/191
942,0,nothing,0,188/189/190/191
943,0,nothing,0,188/189/190/191
944,0,nothing,0,188/189/190/191
945,0,nothing,0,188/189/190/191
946,0,nothing,0,188/189/190/191
947,0,nothing,0,188/189/190/191
948,0,nothing,0,188/189/190/191
949,0,nothing,0,188/189/190/191
950,1,1-08-Lurking_in_the_Darkness.ogg,9,188/189/190/191
951,0,nothing,0,188/189/190/191
952,0,nothing,0,188/189/190/191
953,0,nothing,0,188/189/190/191
954,0,nothing,0,188/189/190/191
955,0,nothing,0,188/189/190/191
956,0,nothing,0,188/189/190/191
957,0,nothing,0,188/189/190/191
958,0,nothing,0,188/189/190/191
959,0,nothing,0,188/189/190/191
960,0,nothing,0,188/189/190/191
961,0,nothing,0,188/189/190/191
962,0,nothing,0,188/189/190/191
963,0,nothing,0,188/189/190/191
964,0,nothing,0,188/189/190/191
965,0,nothing,0,188/189/190/191
966,0,nothing,0,188/189/190/191
967,0,nothing,0,188/189/190/191
968,0,nothing,0,188/189/190/191
969,0,nothing,0,188/189/190/191
970,0,nothing,0,188/189/190/191
971,0,nothing,0,188/189/190/191
972,0,nothing,0,188/189/190/191
973,0,nothing,0,188/189/190/191
974,0,nothing,0,188/189/190/191
975,0,nothing,0,188/189/190/191
976,0,nothing,0,188/189/190/191
977,0,nothing,0,188/189/190/191
978,0,nothing,0,188/189/190/191
979,0,nothing,0,188/189/190/191
980,0,nothing,0,188/189/190/191
981,0,nothing,0,188/189/190/191
982,0,nothing,0,188/189/190/191
983,0,nothing,0,188/189/190/191
984,0,nothing,0,188/189/190/191
985,0,nothing,0,188/189/190/191
986,0,nothing,0,188/189/190/191
987,0,nothing,0,188/189/190/191
988,0,nothing,0,188/189/190/191
989,0,nothing,0,188/189/190/191
990,0,nothing,0,188/189/190/191
991,0,nothing,0,188/189/190/191
992,0,nothing,0,188/189/190/191
993,0,nothing,0,188/189/190/191
994,0,nothing,0,188/189/190/191
995,0,nothing,0,188/189/190/191
996,0,nothing,0,188/189/190/191
997,0,nothing,0,188/189/190/191
998,0,nothing,0,188/189/190/191
999,0,nothing,0,188/189/190/191
