wait_same_pos
play_se train_noise_close.ogg
set_flag_wall 1706
sleep 32
msg バレット\n「こんかいの　さくせんは　せいこうだ\n　だがな　きをぬくなよ\n　ほんばんは　これからだ\n　あんな　ばくはつで　びびるな！
sleep 16
jump_npc 1702 same 2
loop 2
chg_npc_dir 1702 left
sleep 4
chg_npc_dir 1702 up
sleep 4
chg_npc_dir 1702 right
sleep 4
chg_npc_dir 1702 down
sleep 4
pool
chg_npc_dir 1702 up
chg_npc_img 1702 95
msg バレット\n「つぎは　もっと　はでに　かますぞ！
chg_npc_dir 1702 down
chg_npc_img 1702 1
sleep 16
move_npc 1702 left 5
sleep 16
chg_npc_dir 1703 left
sleep 16
chg_npc_dir 1704 left
sleep 16
chg_npc_dir 1705 left
sleep 32
chg_npc_dir 1702 right
msg バレット\n「アジトに　しゅうごうだ！！\n　いくぞ！
move_npc 1702 left 1
sleep 16
kill 1702
move_npc 1705 up 1
move_npc 1704 up 1
move_npc 1703 up 1
sleep 16
move_npc 1705 left 4
move_npc 1704 left 4
move_npc 1703 left 4
sleep 32
move_npc 1701 down 1
sleep 16
fadeout
sleep 16
chg_type 1707 npc3
chg_speed 1707 not_move
set_flag_wall 1707
chg_type 1708 npc2
chg_speed 1708 not_move
set_flag_wall 1708
kill 1704
kill 1703
kill 1705
kill 1701
draw_char on
chg_char_dir down
create event_generator 1715 17 3 4 17 0 0 @nanabangai_station5.txt
fadein
